time,half,normand,stull,third
2017-08-26 06:54:00,13.03,12.977065035206838,12.888680692288297,13.113333333333332
2017-08-26 07:54:00,13.03,12.97711290397896,12.888680692288297,13.113333333333332
2017-08-26 08:54:00,12.22,,12.175087062073118,12.219999999999999
2017-08-26 09:54:00,11.97,11.924801548630109,11.826265114120389,12.053333333333333
2017-08-26 10:54:00,11.97,11.924765260919946,11.826265114120389,12.053333333333333
2017-08-26 11:54:00,11.72,,11.671542604079182,11.72
2017-08-26 12:54:00,11.97,11.924801548630109,11.826265114120389,12.053333333333333
2017-08-26 13:54:00,11.97,11.924886185097435,11.826265114120389,12.053333333333333
2017-08-26 14:54:00,12.22,,12.175087062073118,12.219999999999999
2017-08-26 15:54:00,13.03,12.977352019897511,12.888680692288297,13.113333333333332
2017-08-26 16:54:00,13.89,13.643943064054115,13.459548182397135,14.26
2017-08-26 17:54:00,14.75,14.291982538475802,14.094855465649548,15.406666666666665
2017-08-26 18:54:00,16.085,15.366044422313013,15.231393880827813,17.02
2017-08-26 19:54:00,16.945,16.103324667704893,16.01056583708322,17.96333333333333
2017-08-26 20:54:00,18.03,16.70521461645906,16.807532368923237,19.613333333333333
2017-08-26 21:54:00,18.335,17.04033376172525,17.12180788209578,19.816666666666666
2017-08-26 22:54:00,17.75,16.768232725607565,16.723759250948248,18.869999999999997
2017-08-26 23:54:00,16.89,16.183545496111027,16.059253045313863,17.723333333333333
2017-08-27 00:54:00,15.835,15.323809415574956,15.15755647957786,16.483333333333334
2017-08-27 01:54:00,15.835,15.323720692599283,15.15755647957786,16.483333333333334
2017-08-27 02:54:00,15.305,14.942189468428126,14.768908447007849,15.776666666666664
2017-08-27 03:54:00,15.0,14.719798521098156,14.556358128645737,15.369999999999997
2017-08-27 04:54:00,14.695,14.35629027166734,14.169950351451526,15.166666666666664
2017-08-27 05:54:00,14.14,13.940208145553413,13.781938289595061,14.426666666666666
2017-08-27 06:54:00,13.055,12.795477804033126,12.581919162915721,13.5
2017-08-27 07:54:00,12.805,12.597742841031554,12.398228829919784,13.166666666666666
2017-08-27 08:54:00,12.5,12.354023981421216,12.18193729605234,12.759999999999998
2017-08-27 09:54:00,13.03,12.977363965730872,12.888680692288297,13.113333333333332
2017-08-27 10:54:00,11.945,11.802779464434844,11.61419019364072,12.223333333333333
2017-08-27 11:54:00,13.585,13.516218764053122,13.423478679957054,13.686666666666666
2017-08-27 12:54:00,13.28,,13.242600148874697,13.279999999999998
2017-08-27 13:54:00,13.28,13.279999999999982,13.242600148874697,13.279999999999998
2017-08-27 14:54:00,12.78,12.77999999999998,12.739056435275398,12.78
2017-08-27 15:54:00,14.14,14.079615473491208,14.00232079384314,14.223333333333333
2017-08-27 16:54:00,14.445,14.170202428369794,13.990851309276689,14.833333333333332
2017-08-27 17:54:00,15.0,14.582348905184103,14.393007071830265,15.57333333333333
2017-08-27 18:54:00,15.555,15.12385923449198,14.949185481737533,16.11
2017-08-27 19:54:00,17.5,16.754278460430235,16.64641088782407,18.333333333333332
2017-08-27 20:54:00,18.89,17.670425679021946,17.715063328939586,20.186666666666667
2017-08-27 21:54:00,17.195,16.392087476830007,16.29268769754078,18.13
2017-08-27 22:54:00,17.195,16.54646288770318,16.420288373208972,17.926666666666666
2017-08-27 23:54:00,17.195,16.5459719690954,16.420288373208972,17.926666666666666
2017-08-28 00:54:00,16.085,15.620834893700087,15.46189281388267,16.65
2017-08-28 01:54:00,15.555,15.243206437937333,15.087427242334126,15.943333333333332
2017-08-28 02:54:00,15.0,14.840865481461758,14.722154762430762,15.203333333333333
2017-08-28 03:54:00,14.695,14.616572225302917,14.535516172121657,14.796666666666667
2017-08-28 04:54:00,15.0,14.841035832785789,14.722154762430762,15.203333333333333
2017-08-28 05:54:00,14.445,14.308421150507867,14.18996720110325,14.629999999999999
2017-08-28 06:54:00,14.445,14.308369096664123,14.18996720110325,14.629999999999999
2017-08-28 07:54:00,14.445,14.308238927343178,14.18996720110325,14.629999999999999
2017-08-28 08:54:00,14.14,14.079297089317333,14.00232079384314,14.223333333333333
2017-08-28 09:54:00,14.14,14.079249865424712,14.00232079384314,14.223333333333333
2017-08-28 10:54:00,14.14,14.079238057196006,14.00232079384314,14.223333333333333
2017-08-28 11:54:00,13.585,13.515871048655573,13.423478679957054,13.686666666666666
2017-08-28 12:54:00,13.28,13.279999999999982,13.242600148874697,13.279999999999998
2017-08-28 13:54:00,13.28,,13.242600148874697,13.279999999999998
2017-08-28 14:54:00,13.89,,13.856923014185995,13.89
2017-08-28 15:54:00,14.14,14.079261672751064,14.00232079384314,14.223333333333333
2017-08-28 16:54:00,15.555,15.242884451864557,15.087427242334126,15.943333333333332
2017-08-28 17:54:00,15.805,15.421745311423596,15.260326306241215,16.276666666666664
2017-08-28 18:54:00,16.89,16.18152727724956,16.059253045313863,17.723333333333333
2017-08-28 19:54:00,16.335,15.7961305033535,15.644433693481911,16.983333333333334
2017-08-28 20:54:00,16.89,16.181639471076377,16.059253045313863,17.723333333333333
2017-08-28 21:54:00,16.64,16.008358137780935,15.870654908351938,17.39
2017-08-28 22:54:00,16.335,15.79533600503354,15.644433693481911,16.983333333333334
2017-08-28 23:54:00,16.335,15.795247694649172,15.644433693481911,16.983333333333334
2017-08-29 00:54:00,15.555,15.120802694579023,14.949185481737533,16.11
2017-08-29 01:54:00,15.25,15.022311924044525,14.883008891540417,15.536666666666665
2017-08-29 02:54:00,14.75,14.53421032961296,14.386529277824703,15.036666666666665
2017-08-29 03:54:00,14.445,14.307926318505126,14.18996720110325,14.629999999999999
2017-08-29 04:54:00,14.695,14.616372133212538,14.535516172121657,14.796666666666667
2017-08-29 05:54:00,14.445,14.307978439839347,14.18996720110325,14.629999999999999
2017-08-29 06:54:00,14.14,14.07922624806502,14.00232079384314,14.223333333333333
2017-08-29 07:54:00,14.14,14.079249865424712,14.00232079384314,14.223333333333333
2017-08-29 08:54:00,14.14,14.079249865424712,14.00232079384314,14.223333333333333
2017-08-29 09:54:00,13.89,,13.856923014185995,13.89
2017-08-29 10:54:00,13.89,,13.856923014185995,13.89
2017-08-29 11:54:00,13.89,,13.856923014185995,13.89
2017-08-29 12:54:00,13.89,,13.856923014185995,13.89
2017-08-29 13:54:00,14.14,14.079285284697274,14.00232079384314,14.223333333333333
2017-08-29 14:54:00,13.89,,13.856923014185995,13.89
2017-08-29 15:54:00,13.89,,13.856923014185995,13.89
2017-08-29 16:54:00,14.445,14.308317034887205,14.18996720110325,14.629999999999999
2017-08-29 17:54:00,15.0,14.719283913794197,14.556358128645737,15.369999999999997
2017-08-29 18:54:00,15.0,14.719283913794197,14.556358128645737,15.369999999999997
2017-08-29 19:54:00,15.0,14.719232431586791,14.556358128645737,15.369999999999997
2017-08-29 20:54:00,15.0,14.58084075525293,14.393007071830265,15.57333333333333
2017-08-29 21:54:00,15.25,14.763431693772468,14.58089996815292,15.906666666666665
2017-08-29 22:54:00,15.0,14.580284563950325,14.393007071830265,15.57333333333333
2017-08-29 23:54:00,15.0,14.580125596988463,14.393007071830265,15.57333333333333
2017-08-30 00:54:00,14.695,14.354778290053144,14.169950351451526,15.166666666666664
2017-08-30 01:54:00,14.195,13.874350967046132,13.678866804972909,14.666666666666666
2017-08-30 02:54:00,14.445,14.168516849193884,13.990851309276689,14.833333333333332
2017-08-30 03:54:00,14.14,13.939279259255372,13.781938289595061,14.426666666666666
2017-08-30 04:54:00,14.14,13.939400512405799,13.781938289595061,14.426666666666666
2017-08-30 05:54:00,13.835,13.707693390808018,13.580359516808702,14.02
2017-08-30 06:54:00,14.14,13.939400512405799,13.781938289595061,14.426666666666666
2017-08-30 07:54:00,13.835,13.707667151904863,13.580359516808702,14.02
2017-08-30 08:54:00,13.585,13.40892927271672,13.248338945587271,13.853333333333333
2017-08-30 09:54:00,13.835,13.707588422939297,13.580359516808702,14.02
2017-08-30 10:54:00,13.585,13.408853056950008,13.248338945587271,13.853333333333333
2017-08-30 11:54:00,13.585,13.408776829135892,13.248338945587271,13.853333333333333
2017-08-30 12:54:00,13.335,13.215417651327767,13.08217164569809,13.52
2017-08-30 13:54:00,13.335,13.215496842460949,13.08217164569809,13.52
2017-08-30 14:54:00,13.335,13.215602401378424,13.08217164569809,13.52
2017-08-30 15:54:00,13.585,13.516117414285512,13.423478679957054,13.686666666666666
2017-08-30 16:54:00,13.835,13.708008098417748,13.580359516808702,14.02
2017-08-30 17:54:00,14.445,14.169496065054577,13.990851309276689,14.833333333333332
2017-08-30 18:54:00,15.0,14.581158444086016,14.393007071830265,15.57333333333333
2017-08-30 19:54:00,14.75,14.29098124199939,14.094855465649548,15.406666666666665
2017-08-30 20:54:00,15.0,14.58068187408868,14.393007071830265,15.57333333333333
2017-08-30 21:54:00,15.0,14.475304592049408,14.288580988958046,15.739999999999998
2017-08-30 22:54:00,15.835,15.080622890770876,14.956895779813696,16.85333333333333
2017-08-30 23:54:00,15.805,14.949647636451703,14.865896732208569,17.0
2017-08-31 00:54:00,15.530000000000001,14.860734274018983,14.711543944728245,16.446666666666665
2017-08-31 01:54:00,15.0,14.474180296428639,14.288580988958046,15.739999999999998
2017-08-31 02:54:00,14.195,13.874019953214825,13.678866804972909,14.666666666666666
2017-08-31 03:54:00,13.89,13.64274269119017,13.459548182397135,14.26
2017-08-31 04:54:00,13.89,13.642847157816906,13.459548182397135,14.26
2017-08-31 05:54:00,13.585,13.408967376083256,13.248338945587271,13.853333333333333
2017-08-31 06:54:00,13.585,13.408891166339048,13.248338945587271,13.853333333333333
2017-08-31 07:54:00,13.585,13.408776829135892,13.248338945587271,13.853333333333333
2017-08-31 08:54:00,13.585,13.40866246481975,13.248338945587271,13.853333333333333
2017-08-31 09:54:00,13.335,13.215206382957463,13.08217164569809,13.52
2017-08-31 10:54:00,12.25,12.151791873964006,12.011286894211452,12.426666666666666
2017-08-31 11:54:00,11.165,11.079941841999005,10.917062025680321,11.35
2017-08-31 12:54:00,10.555,10.480012394478603,10.309035510325907,10.739999999999998
2017-08-31 13:54:00,10.86,10.822820719127302,10.712882354003941,10.943333333333332
2017-08-31 14:54:00,12.22,,12.175087062073118,12.219999999999999
2017-08-31 15:54:00,12.22,,12.175087062073118,12.219999999999999
2017-08-31 16:54:00,13.055,12.884969893511434,12.716336569862708,13.333333333333332
2017-08-31 17:54:00,14.195,13.87362256478622,13.678866804972909,14.666666666666666
2017-08-31 18:54:00,14.75,14.288519857380791,14.094855465649548,15.406666666666665
2017-08-31 19:54:00,14.75,14.287880870785187,14.094855465649548,15.406666666666665
2017-08-31 20:54:00,15.530000000000001,14.963330956722901,14.797350727107535,16.28
2017-08-31 21:54:00,15.530000000000001,14.962299232512283,14.797350727107535,16.28
2017-08-31 22:54:00,15.530000000000001,14.961886320420097,14.797350727107535,16.28
2017-09-01 00:54:00,16.335,15.534113431859438,15.431444789681201,17.35333333333333
2017-09-01 01:54:00,15.835,15.07493859700175,14.956895779813696,16.85333333333333
2017-09-01 02:54:00,15.530000000000001,14.961783072527158,14.797350727107535,16.28
2017-09-01 03:54:00,15.25,14.75934893563595,14.58089996815292,15.906666666666665
2017-09-01 04:54:00,14.75,14.286510433087585,14.094855465649548,15.406666666666665
2017-09-01 05:54:00,14.75,14.286510433087585,14.094855465649548,15.406666666666665
2017-09-01 06:54:00,15.0,14.470494017539238,14.288580988958046,15.739999999999998
2017-09-01 07:54:00,15.86,14.893066627895994,14.865415686879729,17.24
2017-09-01 08:54:00,14.695,13.783079319797551,13.765088591273564,16.259999999999998
2017-09-01 09:54:00,15.555,15.118734294676674,14.949185481737533,16.11
2017-09-01 10:54:00,15.0,14.47039147265793,14.288580988958046,15.739999999999998
2017-09-01 11:54:00,15.0,14.470288919750896,14.288580988958046,15.739999999999998
2017-09-01 12:54:00,14.719999999999999,14.153601219863457,13.973840131190656,15.553333333333331
2017-09-01 13:54:00,14.469999999999999,13.876340531632588,13.698555352125073,15.386666666666665
2017-09-01 14:54:00,15.780000000000001,15.1424067886528,14.991841627539909,16.613333333333333
2017-09-01 15:54:00,18.055,16.84667261010695,16.895207619690186,19.44333333333333
2017-09-01 16:54:00,19.695,18.17586276978224,18.34242640877523,21.259999999999998
2017-09-01 17:54:00,20.0,17.678630065956217,18.252974810123455,22.759999999999998
2017-09-01 18:54:00,21.415,18.454630236260297,19.239656048454183,24.849999999999998
2017-09-01 19:54:00,22.805,19.37326726192994,20.270969431474,26.5
2017-09-01 20:54:00,21.335,17.881541125136383,18.5989969919159,26.983333333333334
2017-09-01 22:54:00,19.445,16.77236074671709,17.27259021770626,25.55666666666667
2017-09-01 23:54:00,20.0,17.296000762634336,18.03977366846966,23.703333333333333
2017-09-02 00:54:00,20.28,18.040683229737457,18.556169700248773,22.78
2017-09-02 01:54:00,19.195,18.01968414782199,18.05245809208468,20.39
2017-09-02 02:54:00,19.195,18.020149429444324,18.05245809208468,20.39
2017-09-02 03:54:00,19.14,17.823908816139237,17.909375438882456,20.52
2017-09-02 04:54:00,18.89,17.39413826649881,17.56739903121576,20.556666666666665
2017-09-02 05:54:00,16.64,15.191502702991318,15.454200331908552,18.85333333333333
2017-09-02 06:54:00,16.64,15.190632794557118,15.454200331908552,18.85333333333333
2017-09-02 07:54:00,16.085,14.725676358141913,14.96961196593545,18.316666666666666
2017-09-02 08:54:00,15.555,14.291406439706554,14.507237141054702,17.776666666666667
2017-09-02 09:54:00,15.780000000000001,14.39636393295423,14.70498192812748,18.28
2017-09-02 10:54:00,16.64,15.004706810497678,15.426902351988392,19.426666666666662
2017-09-02 11:54:00,16.945,15.176886061536088,15.669093799984292,20.0
2017-09-02 12:54:00,16.695,15.00313805231555,15.466770791876261,19.666666666666664
2017-09-02 13:54:00,16.335,14.791078159448157,15.173141478972614,19.019999999999996
2017-09-02 14:54:00,18.585,16.43611305532907,17.01491687434915,21.65
2017-09-02 15:54:00,19.75,17.709397567560533,18.14286060070236,22.07333333333333
2017-09-02 16:54:00,20.28,18.043501698721837,18.556169700248773,22.78
2017-09-02 17:54:00,21.085,18.6386622641745,19.21861407589469,23.686666666666664
2017-09-02 18:54:00,20.805,17.853651445408723,18.64869000063377,24.609999999999996
2017-09-02 19:54:00,24.14,20.41177776782816,21.369073324371126,27.759999999999998
